time,X_value,Y_value,Z_value
4.210,13.20000,24.90000,-14.50000
4.241,13.30000,24.90000,-14.50000
4.293,13.20000,24.90000,-14.60000
4.321,13.10000,25.00000,-14.60000
4.341,13.20000,24.90000,-14.60000
4.360,13.20000,24.90000,-14.50000
4.391,13.20000,24.90000,-14.30000
4.431,13.20000,24.90000,-14.20000
4.454,13.30000,25.00000,-14.00000
4.482,13.30000,25.00000,-13.90000
4.504,13.30000,24.90000,-13.80000
4.521,13.30000,24.90000,-13.90000
4.542,13.30000,24.90000,-14.00000
4.562,13.30000,24.90000,-14.00000
4.592,13.30000,24.90000,-13.90000
4.653,13.20000,24.90000,-13.80000
4.673,13.20000,24.90000,-13.90000
4.706,13.10000,25.00000,-14.00000
4.737,13.10000,25.00000,-14.10000
4.755,13.10000,24.90000,-14.00000
4.772,13.00000,25.00000,-14.00000
4.802,13.00000,25.00000,-14.20000
4.872,13.00000,25.00000,-14.00000
4.896,13.10000,25.00000,-14.00000
4.911,13.10000,24.90000,-14.00000
4.952,13.20000,25.00000,-13.90000
4.973,13.20000,25.00000,-14.00000
4.991,13.20000,25.00000,-14.10000
5.013,13.20000,25.00000,-14.10000
5.031,13.20000,25.00000,-14.00000
5.062,13.20000,25.00000,-14.20000
5.084,13.10000,25.00000,-14.30000
5.113,13.20000,25.00000,-14.30000
5.133,13.20000,24.90000,-14.20000
5.171,13.20000,24.90000,-14.30000
5.252,13.20000,24.90000,-14.20000
5.281,13.20000,24.80000,-14.30000
5.318,13.30000,24.80000,-14.10000
5.321,13.20000,24.80000,-14.20000
5.351,13.20000,24.80000,-14.10000
5.374,13.30000,24.80000,-14.00000
5.411,13.20000,24.80000,-14.00000
5.454,13.20000,24.90000,-14.10000
5.472,13.20000,24.90000,-14.20000
5.502,13.10000,24.90000,-14.30000
5.531,13.10000,25.00000,-14.40000
5.571,13.10000,25.00000,-14.30000
5.632,13.10000,25.00000,-14.20000
5.681,13.10000,25.10000,-14.10000
5.706,13.10000,25.10000,-14.30000
5.733,13.00000,25.10000,-14.20000
5.792,13.10000,25.10000,-14.10000
5.821,13.10000,25.10000,-14.20000
5.853,13.10000,25.10000,-14.30000
5.913,13.10000,25.10000,-14.40000
5.942,13.20000,25.10000,-14.50000
5.953,13.20000,25.10000,-14.60000
6.001,13.20000,25.10000,-14.40000
6.032,13.30000,25.00000,-14.40000
6.061,13.20000,25.00000,-14.40000
6.081,13.20000,25.00000,-14.50000
6.123,13.20000,25.00000,-14.40000
6.171,13.10000,24.90000,-14.40000
6.202,13.10000,24.90000,-14.50000
6.224,13.10000,24.80000,-14.40000
6.251,13.10000,24.90000,-14.40000
6.283,13.10000,24.90000,-14.50000
6.304,13.00000,24.90000,-14.60000
6.322,13.10000,24.90000,-14.70000
6.341,13.10000,24.90000,-14.60000
6.394,13.10000,24.90000,-14.60000
6.454,13.10000,24.90000,-14.50000
6.461,13.20000,24.90000,-14.50000
6.485,13.20000,24.90000,-14.60000
6.504,13.30000,24.90000,-14.50000
6.521,13.20000,25.00000,-14.70000
6.551,13.20000,24.90000,-14.60000
6.581,13.20000,24.90000,-14.60000
6.621,13.10000,24.90000,-14.60000
6.641,13.10000,24.90000,-14.60000
6.662,13.10000,24.90000,-14.60000
6.688,13.10000,24.90000,-14.60000
6.721,13.10000,24.90000,-14.70000
6.742,13.10000,24.90000,-14.90000
6.763,13.10000,24.90000,-14.80000
6.812,13.10000,24.80000,-14.80000
6.857,13.20000,24.80000,-14.80000
6.858,13.20000,24.80000,-14.60000
6.873,13.30000,24.80000,-14.50000
6.910,13.30000,24.80000,-14.40000
6.973,13.30000,24.80000,-14.50000
7.011,13.20000,24.90000,-14.40000
7.011,13.20000,24.90000,-14.40000
7.033,13.20000,24.90000,-14.40000
7.056,13.20000,25.00000,-14.30000
7.080,13.10000,24.90000,-14.40000
7.104,13.10000,25.00000,-14.40000
7.150,13.00000,25.00000,-14.50000
7.174,13.00000,25.00000,-14.60000
7.194,12.90000,25.00000,-14.60000
7.211,12.90000,25.00000,-14.70000
7.234,12.90000,25.00000,-14.50000
7.272,12.90000,25.00000,-14.50000
7.293,12.90000,25.00000,-14.50000
7.312,12.90000,25.00000,-14.40000
7.342,12.90000,24.90000,-14.40000
7.370,12.90000,25.00000,-14.50000
7.391,12.90000,24.90000,-14.50000
7.411,12.90000,24.90000,-14.40000
7.451,12.90000,24.90000,-14.40000
7.475,12.90000,24.90000,-14.40000
7.509,13.00000,24.90000,-14.40000
7.526,13.00000,24.80000,-14.30000
7.541,13.00000,24.90000,-14.20000
7.571,13.00000,24.80000,-14.30000
7.601,13.10000,24.80000,-14.20000
7.624,13.10000,24.80000,-14.20000
7.641,13.10000,24.80000,-14.30000
7.672,13.10000,24.80000,-14.30000
7.702,13.20000,24.80000,-14.20000
7.724,13.20000,24.80000,-14.20000
7.762,13.20000,24.80000,-14.30000
7.797,13.20000,24.80000,-14.40000
7.804,13.10000,24.80000,-14.50000
7.841,13.10000,24.80000,-14.60000
7.932,13.10000,24.80000,-14.70000
7.969,13.10000,24.80000,-14.50000
7.974,13.10000,24.80000,-14.50000
8.013,13.10000,24.80000,-14.40000
8.044,13.10000,24.80000,-14.40000
8.063,13.10000,24.80000,-14.40000
8.084,13.10000,24.80000,-14.30000
8.132,13.10000,24.80000,-14.40000
8.161,13.10000,24.90000,-14.30000
8.183,13.20000,24.80000,-14.30000
8.211,13.10000,24.90000,-14.50000
8.271,13.00000,25.00000,-14.50000
8.303,13.00000,25.00000,-14.40000
8.312,12.90000,25.00000,-14.40000
8.352,12.90000,25.10000,-14.30000
8.372,12.90000,25.10000,-14.40000
8.463,12.90000,25.00000,-14.30000
8.502,12.90000,25.00000,-14.30000
8.510,12.90000,25.00000,-14.10000
8.544,12.90000,25.00000,-14.10000
8.563,13.00000,25.00000,-14.00000
8.591,13.00000,25.00000,-14.20000
8.613,13.00000,25.00000,-14.10000
8.632,13.10000,25.00000,-14.10000
8.651,13.10000,24.90000,-14.20000
8.682,13.10000,24.90000,-14.30000
8.691,13.10000,24.90000,-14.50000
8.711,13.10000,24.90000,-14.40000
8.754,13.10000,24.80000,-14.50000
8.762,13.00000,24.80000,-14.70000
8.794,13.00000,24.90000,-14.70000
8.821,13.00000,24.90000,-14.90000
8.852,13.00000,24.90000,-15.10000
8.887,13.00000,24.90000,-15.00000
8.912,13.00000,24.90000,-15.20000
8.941,12.90000,24.90000,-15.20000
8.961,13.00000,24.90000,-15.00000
8.993,13.00000,24.90000,-14.90000
9.041,12.90000,25.00000,-14.80000
9.061,12.90000,24.90000,-14.70000
9.092,12.90000,24.90000,-14.80000
9.111,12.90000,24.90000,-14.80000
9.142,13.00000,24.90000,-14.70000
9.153,13.00000,24.90000,-14.60000
9.182,13.00000,24.90000,-14.60000
9.208,13.00000,24.80000,-14.60000
9.242,13.00000,24.80000,-14.40000
9.263,12.90000,24.90000,-14.50000
9.301,12.90000,24.90000,-14.40000
9.333,12.90000,25.00000,-14.50000
9.342,12.90000,25.00000,-14.50000
9.372,12.90000,25.00000,-14.60000
9.392,13.00000,24.90000,-14.60000
9.421,12.90000,24.90000,-14.60000
9.441,12.90000,25.00000,-14.70000
9.461,13.00000,25.00000,-14.60000
9.502,13.00000,25.00000,-14.60000
9.531,13.10000,25.00000,-14.70000
9.559,13.10000,24.90000,-14.80000
9.591,13.20000,24.90000,-14.90000
9.611,13.20000,24.80000,-15.00000
9.642,13.20000,24.80000,-15.00000
9.659,13.20000,24.80000,-15.00000
9.681,13.20000,24.80000,-14.80000
9.711,13.20000,24.80000,-14.70000
9.731,13.20000,24.80000,-14.50000
9.761,13.20000,24.80000,-14.40000
9.793,13.30000,24.80000,-14.40000
9.813,13.20000,24.80000,-14.40000
9.832,13.20000,24.80000,-14.10000
9.851,13.20000,24.80000,-14.00000
9.878,13.20000,24.80000,-14.10000
9.891,13.20000,24.80000,-13.90000
9.912,13.30000,24.80000,-13.80000
9.945,13.20000,24.90000,-13.80000
9.956,13.20000,24.90000,-14.00000
9.971,13.20000,24.90000,-14.10000
10.011,13.20000,24.90000,-14.20000
10.032,13.20000,25.00000,-14.20000
10.060,13.10000,25.00000,-14.40000
10.076,13.10000,24.90000,-14.60000
10.091,13.10000,24.90000,-14.60000
10.122,13.10000,24.90000,-14.70000
10.145,13.10000,24.90000,-14.90000
10.173,13.10000,24.90000,-14.80000
10.195,13.00000,24.90000,-15.00000
10.222,13.00000,24.90000,-14.80000
10.244,13.10000,24.90000,-14.80000
10.262,13.10000,24.90000,-14.60000
10.292,13.10000,24.80000,-14.40000
10.322,13.10000,24.80000,-14.30000
10.352,13.20000,24.80000,-14.30000
10.383,13.10000,24.80000,-14.30000
10.413,13.10000,24.80000,-14.30000
10.432,13.10000,24.80000,-14.20000
10.441,13.10000,24.90000,-14.30000
10.461,13.10000,24.80000,-14.40000
10.481,13.10000,24.80000,-14.40000
10.507,13.10000,24.80000,-14.50000
10.541,13.20000,24.70000,-14.50000
10.562,13.20000,24.80000,-14.60000
10.622,13.10000,24.80000,-14.60000
10.656,13.20000,24.80000,-14.50000
10.663,13.20000,24.70000,-14.40000
10.712,13.20000,24.70000,-14.50000
10.731,13.30000,24.70000,-14.40000
10.752,13.20000,24.70000,-14.30000
10.783,13.30000,24.70000,-14.30000
10.812,13.30000,24.70000,-14.50000
10.832,13.20000,24.80000,-14.40000
10.861,13.20000,24.70000,-14.30000
10.911,13.30000,24.70000,-14.30000
10.931,13.30000,24.70000,-14.50000
10.961,13.20000,24.70000,-14.60000
10.981,13.20000,24.80000,-14.70000
11.009,13.20000,24.80000,-14.60000
11.022,13.20000,24.80000,-14.50000
11.052,13.10000,24.80000,-14.50000
11.081,13.20000,24.90000,-14.30000
11.112,13.20000,24.90000,-14.20000
11.134,13.20000,24.90000,-14.20000
11.172,13.20000,24.90000,-14.30000
11.193,13.20000,24.90000,-14.30000
11.212,13.20000,24.90000,-14.50000
11.231,13.20000,24.90000,-14.30000
11.271,13.20000,24.90000,-14.40000
11.291,13.20000,24.90000,-14.50000
11.322,13.30000,24.90000,-14.60000
