time,X_value,Y_value,Z_value
8.157,-0.53660,-0.28505,9.78781
8.197,-0.53623,-0.28414,9.78786
8.237,-0.53627,-0.28371,9.78787
8.277,-0.53709,-0.28403,9.78781
8.317,-0.53718,-0.28366,9.78782
8.357,-0.53725,-0.28297,9.78783
8.398,-0.53841,-0.28320,9.78776
8.438,-0.53944,-0.28303,9.78771
8.478,-0.53929,-0.28407,9.78769
8.518,-0.53886,-0.28530,9.78768
8.558,-0.53848,-0.28637,9.78767
8.598,-0.53844,-0.28629,9.78767
8.638,-0.53840,-0.28661,9.78766
8.678,-0.53811,-0.28685,9.78767
8.718,-0.53800,-0.28580,9.78771
8.758,-0.53790,-0.28487,9.78774
8.798,-0.53762,-0.28473,9.78776
8.839,-0.53774,-0.28461,9.78776
8.878,-0.53926,-0.28466,9.78767
8.918,-0.53927,-0.28466,9.78767
8.959,-0.53963,-0.28430,9.78766
8.999,-0.53960,-0.28418,9.78767
9.039,-0.53994,-0.28407,9.78765
9.079,-0.54017,-0.28381,9.78765
9.119,-0.53935,-0.28450,9.78767
9.160,-0.53862,-0.28511,9.78770
9.199,-0.53858,-0.28572,9.78768
9.240,-0.53854,-0.28627,9.78767
9.280,-0.53853,-0.28663,9.78766
9.319,-0.53924,-0.28639,9.78762
9.360,-0.53951,-0.28618,9.78762
9.400,-0.53893,-0.28569,9.78766
9.439,-0.53840,-0.28565,9.78769
9.479,-0.53783,-0.28535,9.78773
9.520,-0.53754,-0.28496,9.78776
9.560,-0.53763,-0.28426,9.78778
9.600,-0.53717,-0.28372,9.78782
9.640,-0.53640,-0.28324,9.78787
9.680,-0.53665,-0.28323,9.78786
9.720,-0.53723,-0.28322,9.78783
9.760,-0.53745,-0.28314,9.78782
9.800,-0.53710,-0.28348,9.78783
9.841,-0.53678,-0.28379,9.78784
9.880,-0.53613,-0.28313,9.78789
9.920,-0.53592,-0.28290,9.78791
9.960,-0.53516,-0.28320,9.78794
10.000,-0.53419,-0.28420,9.78796
10.040,-0.53409,-0.28469,9.78796
10.081,-0.53391,-0.28424,9.78798
10.121,-0.53374,-0.28422,9.78799
10.161,-0.53335,-0.28425,9.78801
10.201,-0.53408,-0.28372,9.78798
10.241,-0.53434,-0.28328,9.78798
10.281,-0.53491,-0.28275,9.78797
10.321,-0.53578,-0.28265,9.78792
10.361,-0.53537,-0.28354,9.78792
10.401,-0.53549,-0.28336,9.78792
10.442,-0.53560,-0.28322,9.78792
10.482,-0.53480,-0.28340,9.78796
