19.60000,22.40000,-15.00000,-0.2395188,-0.009766698,9.80372,0
19.00000,22.70000,-15.30000,-0.2004351,0.0076604453,9.804599,1
20.30000,22.30000,-14.90000,-0.20161942,0.005393637,9.804577,1
19.40000,22.70000,-15.00000,-0.23841824,-0.010278364,9.803745,0
19.10000,22.90000,-15.70000,-0.23877382,-0.012900473,9.803735,0
18.00000,23.40000,-15.10000,-0.24642757,-0.0064866478,9.803551,0
18.30000,23.10000,-15.10000,-0.24378408,-0.010568866,9.803614,0
19.50000,22.60000,-15.20000,-0.23989408,-0.0113001065,9.803709,0
19.70000,22.50000,-14.70000,-0.20835562,0.008176971,9.804433,1
19.50000,22.50000,-14.90000,-0.24233042,-0.008606908,9.803652,0
19.90000,22.40000,-14.60000,-0.2389735,-0.013299085,9.803729,0
18.20000,23.10000,-15.20000,-0.24323668,-0.014033348,9.803623,0
18.20000,23.10000,-15.30000,-0.24338326,-0.014776185,9.803618,0
18.40000,23.00000,-14.90000,-0.24449727,-0.013007187,9.803594,0
19.10000,22.70000,-15.30000,-0.1998471,0.0052946946,9.804612,1
19.90000,22.40000,-14.70000,-0.2375726,-0.010183126,9.803767,0
18.50000,23.10000,-15.50000,-0.20096706,0.0034743075,9.80459,1
19.60000,22.50000,-15.00000,-0.20694964,0.008744699,9.8044615,1
19.10000,22.70000,-14.50000,-0.24366607,-0.0094121,9.803618,0
20.00000,22.40000,-14.30000,-0.23846225,-0.013143094,9.803742,0
19.00000,22.70000,-14.80000,-0.19822197,0.004198256,9.804646,1
18.00000,23.50000,-15.00000,-0.24500325,-0.007022796,9.803586,0
20.10000,22.30000,-14.90000,-0.20288457,0.0005540601,9.804551,1
20.40000,22.20000,-14.50000,-0.23872395,-0.010525015,9.803738,0
17.70000,23.30000,-15.70000,-0.2516315,-0.004993458,9.803419,0
18.70000,22.90000,-15.60000,-0.24243495,-0.009465878,9.803648,0
18.30000,22.90000,-15.00000,-0.20516191,0.002562673,9.8045025,1
17.80000,23.30000,-15.40000,-0.24716927,-0.004550758,9.8035345,0
19.50000,22.70000,-15.00000,-0.23996402,-0.010220742,9.803709,0
20.30000,22.20000,-15.00000,-0.23375991,-0.013893571,9.803854,0
19.60000,22.60000,-15.20000,-0.23594348,-0.010886191,9.803805,0
18.50000,23.20000,-15.50000,-0.24247907,-0.01063344,9.803646,0
19.30000,22.70000,-14.90000,-0.20114766,0.00093766995,9.804587,1
17.60000,23.40000,-15.00000,-0.24674824,-0.008390889,9.803542,0
19.20000,22.80000,-14.60000,-0.23718244,-0.014225403,9.803772,0
18.20000,23.10000,-15.10000,-0.24412495,-0.005710674,9.80361,0
19.80000,22.40000,-14.60000,-0.2021023,0.0026062478,9.804566,1
18.30000,23.40000,-14.90000,-0.24118832,-0.010788528,9.803678,0
18.70000,22.80000,-15.30000,-0.20140544,0.005734969,9.804581,1
19.00000,22.80000,-15.40000,-0.2389464,-0.012038438,9.803731,0
18.80000,22.90000,-15.20000,-0.2060061,0.0051822457,9.804484,1
19.10000,22.70000,-15.60000,-0.20144215,0.003428374,9.804581,1
19.70000,22.60000,-14.80000,-0.20663525,0.006272789,9.80447,1
18.50000,23.10000,-14.90000,-0.20062423,0.0044900225,9.804597,1
20.00000,22.30000,-14.60000,-0.24383533,-0.009597151,9.803614,0
18.30000,23.20000,-14.90000,-0.24055788,-0.008956642,9.803696,0
19.70000,22.40000,-14.70000,-0.2347791,-0.012077934,9.803832,0
19.40000,22.60000,-15.20000,-0.2037377,0.0050980872,9.804533,1
17.80000,23.40000,-15.50000,-0.24665448,-0.010159579,9.803543,0
20.00000,22.30000,-15.30000,-0.20471287,0.0049055517,9.804512,1
19.30000,22.80000,-15.10000,-0.19836968,0.00020451934,9.804644,1
19.50000,22.70000,-14.80000,-0.23831914,-0.010709386,9.803748,0
20.30000,22.40000,-14.60000,-0.20365417,0.0013894194,9.804535,1
19.00000,22.80000,-15.50000,-0.23773634,-0.009013524,9.803764,0
18.80000,23.00000,-15.00000,-0.24104328,-0.009278907,9.803683,0
