23.52753,5.54657,11.75385,-0.49222,-0.28630,9.79010,Charging
24.56207,4.94232,11.73706,-0.49127,-0.28579,9.79017,Charging
24.94812,5.49927,13.51776,-0.50894,-0.28732,9.78922,NotCharging
24.60022,5.79987,13.52386,-0.52905,-0.28355,9.78826,NotCharging
23.88153,5.55573,11.16180,-0.48896,-0.28745,9.79023,Charging
24.06464,5.52368,12.63733,-0.53547,-0.27902,9.78804,NotCharging
24.05243,5.23834,12.04071,-0.53379,-0.27691,9.78819,NotCharging
23.89374,5.19714,14.10828,-0.48932,-0.29103,9.79011,Charging
23.72131,5.83649,12.05444,-0.53004,-0.28560,9.78815,NotCharging
24.26147,6.42242,12.35657,-0.52897,-0.28643,9.78818,NotCharging
23.88153,5.55573,11.16180,-0.49097,-0.28835,9.79011,Charging
24.06921,5.83344,12.05292,-0.50985,-0.28569,9.78922,NotCharging
23.52448,5.23529,12.33978,-0.48872,-0.28693,9.79026,Charging
24.60022,5.79987,13.52386,-0.52862,-0.28381,9.78828,NotCharging
23.34900,5.56641,10.86884,-0.52116,-0.28367,9.78868,NotCharging
23.67249,4.37012,10.84595,-0.53440,-0.27863,9.78811,NotCharging
24.07227,6.14471,11.46698,-0.53173,-0.28310,9.78813,NotCharging
24.42932,5.79529,13.82141,-0.48700,-0.29216,9.79019,Charging
24.07227,5.82123,12.64191,-0.51366,-0.28546,9.78903,NotCharging
24.40338,5.54657,11.45477,-0.50720,-0.28763,9.78930,NotCharging
24.60785,6.42090,12.35504,-0.49180,-0.28745,9.79009,Charging
23.53210,5.21240,13.52081,-0.52416,-0.28201,9.78857,NotCharging
24.06921,5.83344,12.05292,-0.48911,-0.29282,9.79007,Charging
23.51990,5.56946,10.57281,-0.48915,-0.29030,9.79014,Charging
22.79816,4.98047,10.56671,-0.51994,-0.28770,9.78863,Charging
23.70605,4.91943,13.21869,-0.51655,-0.28661,9.78884,NotCharging
23.51074,4.62799,12.91962,-0.49043,-0.28781,9.79015,Charging
23.20251,6.45599,11.18164,-0.53065,-0.27826,9.78833,NotCharging
22.96600,4.35181,12.03156,-0.48985,-0.29094,9.79009,Charging
24.21112,4.95605,11.14960,-0.53275,-0.27872,9.78820,NotCharging
24.05701,5.22614,12.63123,-0.52110,-0.28677,9.78860,Charging
23.34900,5.56641,10.86884,-0.49110,-0.28765,9.79012,Charging
24.96033,6.10809,12.93793,-0.52395,-0.28868,9.78839,Charging
24.59106,5.50232,13.51929,-0.52798,-0.28295,9.78834,NotCharging
24.24927,5.81512,12.93640,-0.49235,-0.29096,9.78996,Charging
24.05243,5.23834,12.04071,-0.49058,-0.29101,9.79005,Charging
24.58649,5.19257,14.10370,-0.53241,-0.28577,9.78802,NotCharging
24.60327,6.11115,12.93945,-0.52764,-0.28446,9.78831,NotCharging
24.25690,6.11267,12.94098,-0.49115,-0.28985,9.79005,Charging
24.74976,5.22156,12.62665,-0.49195,-0.28722,9.79009,Charging
24.05243,5.23834,12.04071,-0.48972,-0.28744,9.79020,Charging
24.06006,5.53589,12.04681,-0.49314,-0.28962,9.78996,Charging
23.34442,5.25513,11.45477,-0.49111,-0.28950,9.79007,Charging
24.07227,5.82123,12.64191,-0.53364,-0.28400,9.78800,NotCharging
23.87238,5.25665,11.15570,-0.53068,-0.28857,9.78803,NotCharging
23.68927,4.64325,12.03308,-0.49099,-0.28664,9.79016,Charging
24.57886,5.53741,11.74774,-0.52900,-0.28790,9.78814,NotCharging
23.87695,5.24445,11.74774,-0.54027,-0.27759,9.78782,NotCharging
24.07837,6.13251,12.05750,-0.52820,-0.28201,9.78835,NotCharging
24.06006,5.53589,12.04681,-0.53034,-0.28328,9.78820,NotCharging
24.41254,5.52216,12.63428,-0.52604,-0.28583,9.78836,NotCharging
23.86780,4.94690,11.74164,-0.53350,-0.28044,9.78811,NotCharging
24.79553,7.02209,12.06970,-0.52936,-0.28352,9.78825,NotCharging
24.21417,4.94385,11.73859,-0.52229,-0.28834,9.78849,Charging
24.41559,5.50995,13.22479,-0.52884,-0.28307,9.78829,NotCharging
24.22791,4.90723,13.51013,-0.53125,-0.27804,9.78830,NotCharging
23.70148,4.93011,12.62817,-0.53648,-0.28066,9.78794,NotCharging
23.32764,4.65851,11.44409,-0.48940,-0.28550,9.79027,Charging
24.07837,5.81055,13.23242,-0.52790,-0.27881,9.78846,NotCharging
23.51990,5.56946,10.57281,-0.49130,-0.28796,9.79010,Charging
23.73810,6.11115,13.24005,-0.53020,-0.28588,9.78813,NotCharging
24.07227,5.49927,13.81683,-0.48967,-0.29067,9.79010,Charging
24.05243,5.23834,12.04071,-0.49238,-0.28823,9.79004,Charging
24.05243,5.56030,10.86578,-0.52724,-0.28344,9.78836,NotCharging
23.70148,4.93011,12.62817,-0.53641,-0.27635,9.78807,NotCharging
24.24469,5.50537,13.52081,-0.53431,-0.27728,9.78816,NotCharging
24.41254,5.52216,12.63428,-0.53202,-0.28251,9.78813,NotCharging
23.88458,5.54352,11.75232,-0.48800,-0.29066,9.79019,Charging
24.42932,6.11725,12.64496,-0.52732,-0.28034,9.78845,NotCharging
23.54431,5.82123,12.94098,-0.48940,-0.29113,9.79010,Charging
23.72131,5.83649,12.05444,-0.52994,-0.28543,9.78816,NotCharging
24.06006,5.85785,10.87189,-0.53046,-0.28695,9.78809,NotCharging
24.76654,5.81665,12.63885,-0.48871,-0.28831,9.79022,Charging
24.43237,6.10657,13.23700,-0.49028,-0.28751,9.79017,Charging
23.70148,4.93011,12.62817,-0.52755,-0.28251,9.78837,NotCharging
23.88916,5.20935,13.51776,-0.48802,-0.29111,9.79017,Charging
23.70911,5.22919,12.63275,-0.49266,-0.28830,9.79002,Charging
24.04022,4.95148,11.44562,-0.49032,-0.28911,9.79012,Charging
24.24927,6.45905,10.58502,-0.49147,-0.28720,9.79012,Charging
24.59106,5.82428,12.34436,-0.53187,-0.28116,9.78818,NotCharging
24.24927,6.13708,11.76147,-0.50835,-0.28462,9.78933,NotCharging
23.69690,4.94232,12.03766,-0.53611,-0.27970,9.78799,NotCharging
24.42017,5.81970,12.64038,-0.52737,-0.28297,9.78837,NotCharging
24.23553,5.20630,13.51624,-0.53259,-0.28044,9.78816,NotCharging
24.95728,5.79834,13.52234,-0.49232,-0.28632,9.79010,Charging
23.70148,4.93011,12.62817,-0.49087,-0.28816,9.79012,Charging
24.23553,5.85022,11.16486,-0.53691,-0.27613,9.78805,NotCharging
23.16895,4.94080,12.33673,-0.49213,-0.28618,9.79011,Charging
24.41254,5.84412,11.45935,-0.49133,-0.29122,9.79000,Charging
23.73047,5.81360,13.23395,-0.51806,-0.28628,9.78877,Charging
23.70605,5.24139,12.04376,-0.53427,-0.28342,9.78798,NotCharging
24.05243,5.23834,12.04071,-0.52533,-0.27924,9.78859,NotCharging
23.52753,5.54657,11.75385,-0.50947,-0.28605,9.78923,NotCharging
24.06921,5.51147,13.22784,-0.49539,-0.28513,9.78998,Charging
22.98737,4.93622,12.63275,-0.49042,-0.28929,9.79011,Charging
23.89832,6.15234,11.17249,-0.52303,-0.28027,9.78868,NotCharging
25.13123,6.11115,12.64191,-0.52167,-0.28290,9.78868,NotCharging
24.73755,4.61121,13.20801,-0.52610,-0.27925,9.78855,NotCharging
23.86322,4.95911,11.15112,-0.48971,-0.29137,9.79008,Charging
24.60022,6.12335,12.34894,-0.52320,-0.27928,9.78870,NotCharging
23.88916,5.20935,13.51776,-0.49151,-0.28711,9.79012,Charging
24.59564,5.81207,12.93488,-0.49311,-0.28997,9.78995,Charging
24.24011,6.16150,10.58044,-0.51993,-0.28488,9.78871,NotCharging
23.91052,6.43768,11.76758,-0.49280,-0.28749,9.79004,Charging
23.34442,5.25513,11.45477,-0.49064,-0.28808,9.79013,Charging
24.07227,6.14471,11.46698,-0.53231,-0.28484,9.78805,NotCharging
24.43237,6.10657,13.23700,-0.49306,-0.28764,9.79002,Charging
25.14954,6.70929,12.65259,-0.53007,-0.28563,9.78815,NotCharging
24.24927,5.81512,12.93640,-0.52383,-0.28633,9.78846,Charging
24.22791,4.90723,13.51013,-0.49174,-0.28912,9.79005,Charging
24.23248,5.54047,11.75079,-0.52562,-0.28278,9.78847,NotCharging
24.05243,4.91638,13.21564,-0.49130,-0.28698,9.79013,Charging
24.24927,5.81512,12.93640,-0.50839,-0.28516,9.78931,NotCharging
24.20349,4.33655,12.31995,-0.49192,-0.28899,9.79004,Charging
24.42932,6.11725,12.64496,-0.53206,-0.28711,9.78800,NotCharging
24.58649,5.51453,12.92877,-0.48999,-0.29323,9.79001,Charging
24.23248,5.54047,11.75079,-0.49346,-0.28998,9.78993,Charging
24.38660,4.94843,11.44409,-0.51156,-0.28403,9.78918,NotCharging
23.69232,4.95453,11.44714,-0.52261,-0.28344,9.78861,NotCharging
24.26147,6.42242,12.35657,-0.49675,-0.28820,9.78982,Charging
24.40796,5.53436,12.04376,-0.53936,-0.28323,9.78771,NotCharging
23.51532,5.25970,11.15875,-0.48899,-0.28866,9.79020,Charging
24.41559,5.50995,13.22479,-0.53578,-0.28231,9.78793,NotCharging
23.16437,5.59692,9.39484,-0.53202,-0.28381,9.78809,NotCharging
24.43695,6.09436,13.82599,-0.53333,-0.28718,9.78792,NotCharging
24.26147,6.42242,12.35657,-0.49047,-0.29158,9.79004,Charging
24.25690,6.11267,12.94098,-0.49174,-0.29238,9.78995,Charging
23.51532,5.25970,11.15875,-0.52276,-0.28581,9.78854,NotCharging
23.37341,6.13708,12.06207,-0.50995,-0.28701,9.78918,NotCharging
23.70148,4.93011,12.62817,-0.53213,-0.28651,9.78801,NotCharging
23.34900,5.24445,12.04529,-0.49078,-0.29112,9.79003,Charging
24.41559,5.50995,13.22479,-0.52040,-0.28914,9.78856,Charging
23.89374,5.51910,12.93335,-0.48925,-0.28755,9.79022,Charging
24.57428,5.54962,11.15723,-0.52941,-0.28520,9.78820,NotCharging
24.07837,5.81055,13.23242,-0.48823,-0.29010,9.79019,Charging
24.05243,5.23834,12.04071,-0.51887,-0.28633,9.78873,Charging
24.06006,5.21393,13.22174,-0.53441,-0.28636,9.78789,NotCharging
24.25232,5.80292,13.52692,-0.53196,-0.28580,9.78804,NotCharging
23.49854,4.34113,12.32300,-0.50987,-0.28683,9.78919,NotCharging
24.08142,5.79834,13.82294,-0.53181,-0.28384,9.78811,NotCharging
23.54431,5.82123,12.94098,-0.49234,-0.28951,9.79000,Charging
24.06921,5.51147,13.22784,-0.52188,-0.28806,9.78852,Charging
24.42932,6.11725,12.64496,-0.49343,-0.28482,9.79009,Charging
24.76654,5.49469,13.81378,-0.52300,-0.28213,9.78863,NotCharging
23.70148,5.25360,11.45172,-0.51946,-0.28779,9.78865,Charging
23.88153,5.23224,12.33673,-0.48795,-0.29075,9.79019,Charging
24.98627,7.00226,12.95471,-0.52999,-0.28484,9.78817,NotCharging
23.88916,5.20935,13.51776,-0.49264,-0.28855,9.79002,Charging
24.39880,4.91333,13.21411,-0.51912,-0.27797,9.78895,NotCharging
24.04785,5.25055,11.45020,-0.52494,-0.28448,9.78846,NotCharging
23.87238,5.25665,11.15570,-0.51879,-0.28792,9.78868,Charging
24.56970,4.59595,14.09302,-0.52910,-0.27904,9.78839,NotCharging
24.08142,6.12030,12.64801,-0.53509,-0.28433,9.78791,NotCharging
24.06464,5.84564,11.46088,-0.53284,-0.28342,9.78806,NotCharging
24.04785,4.92859,12.62665,-0.49354,-0.28512,9.79007,Charging
24.24011,5.83954,11.75537,-0.49038,-0.29031,9.79008,Charging
24.42017,5.49774,13.81531,-0.53234,-0.28374,9.78808,NotCharging
24.60785,6.42090,12.35504,-0.53189,-0.28332,9.78812,NotCharging
24.23553,5.85022,11.16486,-0.49043,-0.28562,9.79021,Charging
24.42017,5.81970,12.64038,-0.49030,-0.28801,9.79015,Charging
