time,X_value,Y_value,Z_value
44.873,23.72131,5.83649,12.05444
44.940,24.22791,4.90723,13.51013
45.007,23.35205,5.55420,11.46088
45.075,23.71368,5.53894,12.04834
45.142,24.05243,5.23834,12.04071
45.209,24.38660,4.94843,11.44409
45.276,23.33984,5.26733,10.86426
45.343,23.37036,6.14929,11.47156
45.410,23.34442,5.25513,11.45477
45.477,24.07227,5.82123,12.64191
45.544,23.33984,5.26733,10.86426
45.611,23.53668,5.84412,11.75995
45.679,24.22333,5.24292,11.74469
45.746,23.71368,5.53894,12.04834
45.813,23.17657,5.23834,12.34131
45.880,24.07837,6.13251,12.05750
45.947,23.53210,5.53436,12.34436
46.015,23.18115,5.54810,11.75690
46.081,23.51990,5.24750,11.74927
46.148,23.71368,5.53894,12.04834
46.215,23.33527,4.63409,12.62360
46.283,23.88916,5.85327,11.16791
46.350,23.71368,5.86090,10.87341
46.417,23.70911,5.22919,12.63275
46.484,24.26147,6.42242,12.35657
46.551,24.24011,5.83954,11.75537
46.618,23.52753,5.54657,11.75385
46.686,23.72131,5.83649,12.05444
46.753,24.07227,5.82123,12.64191
46.820,24.26605,6.41022,12.94708
46.887,23.33221,4.96826,10.85968
46.954,24.22791,5.87463,9.98383
47.022,23.35663,5.54199,12.04987
47.090,23.68469,4.65546,11.44257
47.156,23.51990,5.24750,11.74927
47.223,23.72742,5.82428,12.64496
47.290,23.51074,4.94995,11.74316
47.357,23.70911,5.55115,11.45782
47.424,24.23553,5.20630,13.51624
47.492,24.43695,6.41632,12.65106
47.559,23.34900,5.24445,12.04529
47.626,22.99652,5.55725,11.46240
47.693,23.51990,5.24750,11.74927
47.760,23.88916,5.85327,11.16791
47.828,24.06006,5.53589,12.04681
47.895,23.88153,5.55573,11.16180
47.961,22.81647,4.93164,12.92877
48.028,23.52753,5.54657,11.75385
48.095,22.99194,5.56946,10.87189
48.163,24.04785,5.25055,11.45020
48.230,23.52753,5.54657,11.75385
48.297,23.71368,5.53894,12.04834
48.364,23.35663,5.54199,12.04987
48.432,23.33221,4.96826,10.85968
48.499,23.86780,4.94690,11.74164
48.568,23.35205,5.23224,12.63580
48.632,23.53668,5.84412,11.75995
48.700,23.71826,5.84869,11.46393
48.767,23.87238,4.93469,12.33215
48.833,23.70605,5.24139,12.04376
48.901,23.72131,5.83649,12.05444
48.968,23.52753,5.54657,11.75385
49.035,23.15521,4.33197,12.91504
49.103,22.97058,4.66156,11.44562
49.170,23.70911,5.22919,12.63275
49.237,24.75891,5.51910,12.63275
49.304,23.15216,4.66614,11.14960
49.371,24.08142,6.12030,12.64801
49.438,23.88916,5.53131,12.34283
49.506,23.88153,4.91028,13.51166
49.573,23.16437,4.95300,11.74469
