time,X_value,Y_value,Z_value
33.815,24.06921,5.51147,13.22784
33.882,23.70148,4.93011,12.62817
33.949,24.08600,6.10809,13.23853
34.016,24.75433,5.20935,13.21716
34.083,24.05701,5.22614,12.63123
34.151,24.25690,6.43463,11.76605
34.218,23.54126,5.50995,13.52539
34.284,24.94812,5.49927,13.51776
34.352,23.52448,5.55725,11.16486
34.421,24.41559,5.50995,13.22479
34.486,24.06921,5.83344,12.05292
34.554,24.60327,6.75507,10.58960
34.621,23.87695,5.56793,10.57129
34.688,24.26910,6.72150,12.36267
34.754,22.98737,4.93622,12.63275
34.821,23.70605,5.24139,12.04376
34.889,24.05243,4.91638,13.21564
34.956,23.87695,5.24445,11.74774
35.023,24.06464,5.84564,11.46088
35.091,24.05701,5.54810,11.45630
35.157,24.21417,4.94385,11.73859
35.224,24.22333,5.24292,11.74469
35.292,24.74976,4.89807,13.80310
35.359,23.91510,6.42548,12.35962
35.426,23.89832,6.15234,11.17249
35.493,23.90594,5.80597,13.52997
35.561,23.72131,5.83649,12.05444
35.628,23.87238,5.25665,11.15570
35.695,23.72131,5.83649,12.05444
35.762,24.79553,6.70013,13.24463
35.828,24.41254,5.52216,12.63428
35.896,24.76654,5.49469,13.81378
35.963,24.41559,5.83191,12.04987
36.030,23.16895,4.94080,12.33673
36.098,23.88916,5.53131,12.34283
36.164,24.24469,5.50537,13.52081
36.232,24.06921,5.51147,13.22784
36.299,23.71826,5.84869,11.46393
36.366,24.60022,6.12335,12.34894
36.433,23.69690,5.26428,10.86273
36.501,24.25690,6.11267,12.94098
36.567,24.05243,5.56030,10.86578
36.635,23.70148,4.93011,12.62817
36.702,24.24927,5.81512,12.93640
36.769,23.87695,5.24445,11.74774
36.836,24.41559,5.83191,12.04987
36.903,24.59564,5.49011,14.10980
36.970,23.70605,5.56335,10.86731
37.037,24.76654,5.49469,13.81378
37.104,24.07227,5.49927,13.81683
37.172,24.41559,5.50995,13.22479
37.239,23.70605,5.24139,12.04376
37.308,23.32306,4.02679,13.20496
37.373,24.06006,5.53589,12.04681
37.440,23.73047,6.13556,12.05902
37.509,24.73755,5.57861,9.68018
37.575,24.95270,5.81055,12.93182
37.642,24.08142,6.12030,12.64801
37.709,23.54126,5.50995,13.52539
37.776,23.51074,4.62799,12.91962
37.843,24.06921,5.51147,13.22784
37.910,24.07837,6.13251,12.05750
